url	label
https://github.com/Thorinair/Avalon-Harmonics/blob/master/Modules/S%26S/assembled/SnS_Assembled_Main_B.jpg	photo
https://github.com/bummbummgarage/bummbummgarage.github.io/blob/main/modules/vco-iii-0.1.1/IMG_7943.jpg	photo
https://github.com/samjkent/modular-mixer/blob/main/images/unassembled-smd.png	not photo
https://github.com/DIYSynthMNL/Eurorack-Electric-Druid-VCDO1/blob/main/photos/prototype-board.jpg	photo
https://github.com/Thorinair/Avalon-Harmonics/blob/master/Modules/Pulse/assembled/Pulse_Assembled_Main_B.jpg	photo
https://github.com/bummbummgarage/bummbummgarage.github.io/blob/main/modules/envelope-generator-0.1/Material/IMG_7362.png	photo
https://github.com/Deftaudio/Midi-boards/blob/master/Eurorack_RPi/Eurorack_RPi_3.5mm_breakout_PCB2.JPG	photo
https://github.com/Deftaudio/Midi-boards/blob/master/Eurorack_TRS-DIN5/Eurorack_TRS-DIN5_PCB2.JPG	photo
https://github.com/QuinnFreedman/modular/blob/main/modules/Drift/docs/images/tutorial_08.jpg	photo
https://github.com/drChungus/VCSequentialSwitch/blob/main/Photoshooting/homebckgnd.jpg	photo
https://github.com/jeanpri/303/blob/main/pictures/SIDE.jpg	photo
https://github.com/kevinkewang/tiny_rack/blob/main/v1/power%20pcb/tiny-psu-main/smt.jpg	not photo
https://github.com/PierreIsCoding/sdiy/blob/main/Spark/images/numbers.png	not photo
https://github.com/TomWhitwell/Workshop_Computer/blob/main/releases/15_MLRws/docs/images/tracks.jpg	not photo
https://github.com/drChungus/VCSequentialSwitch/blob/main/resources/IMG_20210507_070857crop.jpg	photo
https://github.com/Deftaudio/Midi-boards/blob/master/Eurorack_MIDIThru4_TRS/Eurorack_MIDIThru4_TRS_PCB2.JPG	photo
https://github.com/tkilla64/eurorack/blob/main/midi-sync/MIDISYNC.jpg	photo
https://github.com/508-loop-detected/precision-adder/blob/main/adder-front.JPG	photo
https://github.com/Deftaudio/Midi-boards/blob/master/Eurorack_Ammeter/Ammeter_side2.jpg	photo
https://github.com/Deftaudio/Midi-boards/blob/master/Eurorack_MotorPot/Eurorack_MotorPot_eurorack.jpg	photo
https://github.com/attowatt/i2c2midi/blob/main/hardware/hardware-MK2/pictures/i2c2midi_MK2_build_06.JPG	photo
https://github.com/ramphands/Exits/blob/main/img/exits%20proto.jpg	photo
https://github.com/tkilla64/eurorack/blob/main/909-snare/909_SD.jpg	photo
https://github.com/Thorinair/Avalon-Harmonics/blob/master/Modules/iVCA/assembled/iVCA_Assembled_Main_B.jpg	photo
https://github.com/motovilo/eurorack-diy/blob/main/dSPLIT/PHOTO/dsplit_fp_front.png	not photo
https://github.com/TomWhitwell/Workshop_Computer/blob/main/releases/15_MLRws/docs/images/web.png	not photo
https://github.com/TomWhitwell/Workshop_Computer/blob/main/releases/15_MLRws/docs/images/rec_reverse.jpg	not photo
https://github.com/TomWhitwell/Workshop_Computer/blob/main/releases/15_MLRws/docs/images/title.jpg	not photo
https://github.com/QuinnFreedman/modular/blob/main/modules/Drift/docs/images/tutorial_07.jpg	photo
https://github.com/bummbummgarage/bummbummgarage.github.io/blob/main/modules/sequencer-0.1/Material/IMG_7412.png	photo
https://github.com/TomWhitwell/Workshop_Computer/blob/main/releases/15_MLRws/docs/images/MLR_grid_ws.jpg	not photo
https://github.com/drChungus/VCSequentialSwitch/blob/main/ProductImages/DSC_0268rr.jpg	photo
https://github.com/Deftaudio/Midi-boards/blob/master/Eurorack_Ammeter/Ammeter_back.jpg	photo
https://github.com/mattb/teensy-cv/blob/master/teensy-cv-pcb.png	not photo
https://github.com/Deftaudio/Midi-boards/blob/master/Eurorack_MIDIThru4_DIN/Eurorack_MIDIThru4_DIN_PCB1.JPG	photo
https://github.com/bummbummgarage/bummbummgarage.github.io/blob/main/modules/noise-generator-0.2/127847106_201614441532627_72816323489811047_n.jpg	photo
https://github.com/samjkent/modular-mixer/blob/main/images/summer.png	not photo
https://github.com/backtail/mHz-oscillator/blob/master/render.png	not photo
https://github.com/atoav/TH-VCO1/blob/master/Board_Images/vco1-board-pots.png	not photo
https://github.com/PierreIsCoding/sdiy/blob/main/Knock_Knock/images/explain_2.png	not photo
https://github.com/attowatt/i2c2midi/blob/main/hardware/hardware-MK2/pictures/i2c2midi_MK2_shot.jpg	photo
https://github.com/Cs4System/Eurorack/blob/main/Betula/Pictures/Betula_Output_top.jpg	not photo
https://github.com/naokiiwakami/analog2.0/blob/master/10_miniboard/doc/zadig_before_install.png	not photo
https://github.com/VoltageFoundryMod/ForgeSeries/blob/main/apps/scp/images/Front.png	not photo
https://github.com/maasijam/MONOFA/blob/main/MF-X1/Images/mf-x1_maasijam-00304.jpg	photo
https://github.com/samjkent/modular-mixer/blob/main/images/channel-outputs.png	not photo
https://github.com/VoltageFoundryMod/ForgeSeries/blob/main/apps/gen/images/display/Clock.png	not photo
https://github.com/ramphands/Exits/blob/main/img/exits%20btm%203d.jpg	photo
https://github.com/mzuelch/CATs-Eurosynth/blob/main/Modules/MFOS/Eight%20Stage%20Phase%20Shifter/Mechanics/MFOS%20Phaser%20Module.png	not photo
https://github.com/VincentPeters/Diy-Synth-Eurorack/blob/master/DELAY/LMNC%20-%202399%20tripple%20splashback/2399%2BTriple%2BSplashback.png	not photo
https://github.com/VoltageFoundryMod/ForgeSeries/blob/main/apps/clk/images/display/ClockDividers.png	not photo
https://github.com/PierreIsCoding/sdiy/blob/main/Sub%26Div/images/front.png	not photo
https://github.com/VoltageFoundryMod/ForgeSeries/blob/main/apps/clk/images/display/OutputState.png	not photo
https://github.com/mzuelch/CATs-Eurosynth/blob/main/Modules/Slim%20Line/Clock%20Divider/Mechanics/Slimline%20Clock%20Divider%20Module%20Front.JPG	photo
https://github.com/VoltageFoundryMod/ForgeSeries/blob/main/apps/clk/images/XIAORP2040.png	not photo
https://github.com/svgeesus/ondesModulaire/blob/gh-pages/offsets/bottom.png	not photo
https://github.com/VoltageFoundryMod/ForgeSeries/blob/main/apps/gen/images/display/Settings.png	not photo
https://github.com/monome/ansible-hardware/blob/main/ansible.jpg	photo
https://github.com/PierreIsCoding/sdiy/blob/main/Spark/images/Explainations_2_Spark.png	not photo
https://github.com/tpcarlson/synth-diy/blob/main/drumfiend/images/firmware-1.png	not photo
https://github.com/DJmerkury/SoundFlask/blob/master/Pipet/Photos%20-%20Pipet%20-%20Rev%201_1/SF_Pipet_Comp_Angle2.JPG	photo
https://github.com/PierreIsCoding/sdiy/blob/main/VCA_Ducker/images/render.png	photo
https://github.com/mzuelch/CATs-Eurosynth/blob/main/Modules/MFOS/Dual%20VCA%20%232/Documentation/Rendering.JPG	photo
https://github.com/VoltageFoundryMod/ForgeSeries/blob/main/apps/clk/images/display/Euclidean.png	not photo
https://github.com/attowatt/i2c2midi/blob/main/hardware/hardware-MK2/pictures/i2c2midi_MK2_build_outline.png	not photo
https://github.com/ctag-fh-kiel/ctag-tbd/blob/master/tbd4vcv/tbd4vcv.png	not photo
https://github.com/motovilo/eurorack-diy/blob/main/zSUM-4/doc/zSUM-4_fp_controls.png	not photo
https://github.com/motovilo/eurorack-diy/blob/main/zLINEIN/photos/white%20panel/zLineIn_Corner.jpg	photo
https://github.com/TomWhitwell/Workshop_Computer/blob/main/releases/99_toolbox/docs/toolbox.png	not photo
https://github.com/VoltageFoundryMod/ForgeSeries/blob/main/apps/clk/images/display/Loops.png	not photo
https://github.com/DJmerkury/SoundFlask/blob/master/Pipet/readmePhoto.jpg	photo
https://github.com/ctag-fh-kiel/ctag-tbd/blob/master/components/ctagSoundProcessor/memory/tinyalloc.png	not photo
https://github.com/Shayshez/EuroScope/blob/master/Expander/Expander.png	photo
https://github.com/musicdevghost/eurorack/blob/main/TOM%20YUM%20-%20VCO/Images/IMG_4873.png	photo
https://github.com/tpcarlson/synth-diy/blob/main/yash/images/yash-board.png	photo
https://github.com/charonme/heptaphasis/blob/master/heptaphasis_waves.png	not photo
https://github.com/bummbummgarage/bummbummgarage.github.io/blob/main/modules/envelope-generator-II-0.1/Material/Envelope%20Generator%20II%200.1%20%282%29.png	photo
https://github.com/bummbummgarage/bummbummgarage.github.io/blob/main/modules/vco-0.4/Material/3.png	photo
https://github.com/joranvg/test-3/blob/master/images/test-3-pcb-small.png	photo
https://github.com/dchwebb/Addatone/blob/master/pictures/addatone_front.png	photo
https://github.com/musicdevghost/eurorack/blob/main/KRA%20PAO%20-%20RESONANT%20LOW%20PASS%20GATE/Images/IMG_4888.png	photo
https://github.com/dchwebb/Spectralist/blob/main/bu/Spectralist_Kishoof/Drivers/FatFs/doc/res/funcs.png	not photo
https://github.com/Pl0p/Modular_Synth/blob/main/Drum-H/Sources/Front.png	not photo
https://github.com/reidevries/optofilter/blob/master/cvbrd.png	not photo
https://github.com/musicdevghost/eurorack/blob/main/KRA%20PAO%20-%20RESONANT%20LOW%20PASS%20GATE/Images/IMG_4885.png	photo
https://github.com/Pl0p/Modular_Synth/blob/main/OLD/GateOmatix/Hardware/Kicad/Main_board.png	photo
https://github.com/bummbummgarage/bummbummgarage.github.io/blob/main/modules/exponential-converter-0.1/Material/IMG_7698.png	photo
https://github.com/mesotokyo/cheap-power-board/blob/master/figs/pcb.png	not photo
https://github.com/musicdevghost/eurorack/blob/main/TOM%20YUM%20-%20VCO/Images/IMG_4875.png	photo
https://github.com/svgeesus/ondesModulaire/blob/gh-pages/transpositeurs/board.png	not photo
https://github.com/16n-faderbank/16nx/blob/main/16nx.png	photo
